Organism	Kingdom	Group	SubGroup	Size(Mb)	GC%	Genes	Proteins
Methanosarcina thermophila	Archaea	Euryarchaeota	Methanomicrobia	3.12738	0	0	0
Methanosarcina vacuolata	Archaea	Euryarchaeota	Methanomicrobia	4.56388	0	0	0
Methanosarcinales archeaon 56_1174	Archaea	Euryarchaeota	Methanomicrobia	1.34075	55.5	1462	1462
Methanosphaera stadtmanae	Archaea	Euryarchaeota	Methanobacteria	1.7674	0	0	0
Methanosphaerula palustris	Archaea	Euryarchaeota	Methanomicrobia	2.92292	0	0	0
Methanospirillum hungatei	Archaea	Euryarchaeota	Methanomicrobia	3.54474	0	0	0
Methanothermobacter	Archaea	Euryarchaeota	Methanobacteria	1.73102	0	0	0
Methanothermobacter marburgensis	Archaea	Euryarchaeota	Methanobacteria	1.63914	0	0	0
Methanothermobacter thermautotrophicus	Archaea	Euryarchaeota	Methanobacteria	1.75138	0	0	0
Methanothermococcus okinawensis	Archaea	Euryarchaeota	Methanococci	1.67745	0	0	0
Methanothermococcus thermolithotrophicus	Archaea	Euryarchaeota	Methanococci	1.68693	0	0	0
Methanothermus fervidus	Archaea	Euryarchaeota	Methanobacteria	1.24334	0	0	0
Methanotorris formicicus	Archaea	Euryarchaeota	Methanococci	1.81878	0	0	0
Methanotorris igneus	Archaea	Euryarchaeota	Methanococci	1.8542	0	0	0
Methermicoccus shengliensis	Archaea	Euryarchaeota	Methanomicrobia	1.51358	0	0	0
Nanoarchaeota archaeon 7A	Archaea	DPANN group	Nanoarchaeota	0.605887	24.2	696	587
Nanoarchaeota archaeon JGI OTU-1	Archaea	DPANN group	Nanoarchaeota	1.1439	32.0	0	0
Nanoarchaeota archaeon JGI OTU-2	Archaea	DPANN group	Nanoarchaeota	0.558681	32.1	0	0
Nanoarchaeota archaeon SCGC AAA011-D5	Archaea	DPANN group	Nanoarchaeota	0.547038	37.3	0	0
Nanoarchaeota archaeon SCGC AAA011-G17	Archaea	DPANN group	Nanoarchaeota	1.02122	32.1	0	0
Nanoarchaeota archaeon SCGC AAA011-J2	Archaea	DPANN group	Nanoarchaeota	0.29949	32.1	0	0
Nanoarchaeota archaeon SCGC AAA011-K22	Archaea	DPANN group	Nanoarchaeota	0.57711	32.0	0	0
Nanoarchaeota archaeon SCGC AAA011-L15	Archaea	DPANN group	Nanoarchaeota	0.204081	33.0	0	0
Nanoarchaeota archaeon SCGC AAA011-L22	Archaea	DPANN group	Nanoarchaeota	1.16224	32.0	0	0
Nanoarchaeum equitans	Archaea	DPANN group	Nanoarchaeota	0.490885	0	0	0
Nanohaloarchaea archaeon AB578-D14	Archaea	DPANN group	Candidatus Nanohaloarchaeota	1.02854	52.5	0	0
Nanohaloarchaea archaeon B1-Br10_U2g1	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.709831	0	0	0
Nanohaloarchaea archaeon B1-Br10_U2g19	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.662884	0	0	0
Nanohaloarchaea archaeon B1-Br10_U2g21	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.815638	0	0	0
Nanohaloarchaea archaeon B1-Br10_U2g29	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.526182	0	0	0
Nanohaloarchaea archaeon PL-Br10_U2g16	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.652532	0	0	0
Nanohaloarchaea archaeon PL-Br10_U2g19	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.758571	0	0	0
Nanohaloarchaea archaeon PL-Br10_U2g27	Archaea	DPANN group	Candidatus Nanohaloarchaeota	0.581882	0	0	0
Nanohaloarchaea archaeon PL-Br10_U2g5	Archaea	DPANN group	Candidatus Nanohaloarchaeota	1.48085	0	0	0
Natrialba aegyptia	Archaea	Euryarchaeota	Halobacteria	4.61836	0	0	0
Natrialba asiatica	Archaea	Euryarchaeota	Halobacteria	4.40418	0	0	0
Natrialba chahannaoensis	Archaea	Euryarchaeota	Halobacteria	4.30927	0	0	0
Natrialba hulunbeirensis	Archaea	Euryarchaeota	Halobacteria	4.15961	0	0	0
Natrialba magadii	Archaea	Euryarchaeota	Halobacteria	4.44364	0	0	0
Natrialba taiwanensis	Archaea	Euryarchaeota	Halobacteria	4.63519	0	0	0
Natrialbaceae archaeon B1-Br10_E2g2	Archaea	Euryarchaeota	Halobacteria	2.87498	0	0	0
Natrialbaceae archaeon B1-Br10_E2g27	Archaea	Euryarchaeota	Halobacteria	2.00621	0	0	0
Natrialbaceae archaeon PL-Br10_E2g26	Archaea	Euryarchaeota	Halobacteria	1.46345	0	0	0
Natrialbaceae archaeon Tc-Br11_E2g1	Archaea	Euryarchaeota	Halobacteria	2.1558	0	0	0
Natrialbaceae archaeon Tc-Br11_E2g14	Archaea	Euryarchaeota	Halobacteria	3.16482	0	0	0
Natrialbaceae archaeon Tc-Br11_E2g28	Archaea	Euryarchaeota	Halobacteria	2.33023	0	0	0
Natrialbaceae archaeon Tc-Br11_E2g8	Archaea	Euryarchaeota	Halobacteria	2.2878	0	0	0
Natrinema	Archaea	Euryarchaeota	Halobacteria	3.79361	0	0	0
Natrinema altunense	Archaea	Euryarchaeota	Halobacteria	3.77413	64.8	3676	3566
Natrinema gari	Archaea	Euryarchaeota	Halobacteria	4.02369	0	0	0
Natrinema pallidum	Archaea	Euryarchaeota	Halobacteria	3.91581	0	0	0
Natrinema pellirubrum	Archaea	Euryarchaeota	Halobacteria	4.3541	0	0	0
Natrinema versiforme	Archaea	Euryarchaeota	Halobacteria	4.1908	0	0	0
Natronobacterium gregoryi	Archaea	Euryarchaeota	Halobacteria	3.78836	0	0	0
Natronococcus amylolyticus	Archaea	Euryarchaeota	Halobacteria	4.41653	0	0	0
Natronococcus jeotgali	Archaea	Euryarchaeota	Halobacteria	4.49618	0	0	0
Natronococcus occultus	Archaea	Euryarchaeota	Halobacteria	4.31412	0	0	0
Natronolimnobius baerhuensis	Archaea	Euryarchaeota	Halobacteria	3.89306	0	0	0
Natronolimnobius innermongolicus	Archaea	Euryarchaeota	Halobacteria	4.58863	0	0	0
Natronomonas moolapensis	Archaea	Euryarchaeota	Halobacteria	2.91257	0	0	0
Natronomonas pharaonis	Archaea	Euryarchaeota	Halobacteria	2.7497	0	0	0
Natronorubrum bangense	Archaea	Euryarchaeota	Halobacteria	4.11128	0	0	0
Natronorubrum sulfidifaciens	Archaea	Euryarchaeota	Halobacteria	3.46029	0	0	0
Natronorubrum tibetense	Archaea	Euryarchaeota	Halobacteria	4.93484	0	0	0
Nitrosopumilus	Archaea	TACK group	Thaumarchaeota	3.44157	0	0	0
Nitrosopumilus maritimus	Archaea	TACK group	Thaumarchaeota	1.64526	0	0	0
Nitrososphaera viennensis	Archaea	TACK group	Thaumarchaeota	2.52794	0	0	0
Palaeococcus ferrophilus	Archaea	Euryarchaeota	Thermococci	2.20643	0	0	0
Palaeococcus pacificus	Archaea	Euryarchaeota	Thermococci	1.85937	0	0	0
Picrophilus torridus	Archaea	Euryarchaeota	Thermoplasmata	1.5459	0	0	0
Pyrobaculum	Archaea	TACK group	Crenarchaeota	1.99326	0	0	0
Pyrobaculum aerophilum	Archaea	TACK group	Crenarchaeota	2.22243	0	0	0
Pyrobaculum arsenaticum	Archaea	TACK group	Crenarchaeota	2.12108	0	0	0
Pyrobaculum calidifontis	Archaea	TACK group	Crenarchaeota	2.00931	0	0	0
Pyrobaculum ferrireducens	Archaea	TACK group	Crenarchaeota	2.46797	57.0	2891	2827
Pyrobaculum islandicum	Archaea	TACK group	Crenarchaeota	1.8264	0	0	0
Pyrobaculum neutrophilum	Archaea	TACK group	Crenarchaeota	1.76982	0	0	0
Pyrobaculum oguniense	Archaea	TACK group	Crenarchaeota	2.45292	0	0	0
Pyrococcus	Archaea	Euryarchaeota	Thermococci	1.73689	0	0	0
Pyrococcus abyssi	Archaea	Euryarchaeota	Thermococci	1.76856	0	0	0
Pyrococcus furiosus	Archaea	Euryarchaeota	Thermococci	1.90826	0	0	0
Pyrococcus horikoshii	Archaea	Euryarchaeota	Thermococci	1.7385	0	0	0
Pyrococcus yayanosii	Archaea	Euryarchaeota	Thermococci	1.71682	0	0	0
Pyrodictium delaneyi	Archaea	TACK group	Crenarchaeota	2.02384	53.9	2065	1992
Pyrodictium occultum	Archaea	TACK group	Crenarchaeota	1.62173	63.5	1684	1603
Pyrolobus fumarii	Archaea	TACK group	Crenarchaeota	1.84327	0	0	0
Salinarchaeum	Archaea	Euryarchaeota	Halobacteria	3.25526	0	0	0
Staphylothermus hellenicus	Archaea	TACK group	Crenarchaeota	1.58035	0	0	0
Staphylothermus marinus	Archaea	TACK group	Crenarchaeota	1.57048	0	0	0
Sulfolobales archaeon AZ1	Archaea	TACK group	Crenarchaeota	1.79889	47.0	2101	1975
Sulfolobales archaeon Acd1	Archaea	TACK group	Crenarchaeota	1.50646	51.7	0	0
Sulfolobus	Archaea	TACK group	Crenarchaeota	2.51946	0	0	0
Sulfolobus acidocaldarius	Archaea	TACK group	Crenarchaeota	2.22596	36.7	2305	2216
Sulfolobus islandicus	Archaea	TACK group	Crenarchaeota	2.73627	0	0	0
Sulfolobus metallicus	Archaea	TACK group	Crenarchaeota	2.21463	0	0	0
Sulfolobus solfataricus	Archaea	TACK group	Crenarchaeota	2.99225	35.9	2924	2719
Sulfolobus tokodaii	Archaea	TACK group	Crenarchaeota	2.69476	0	0	0
Thaumarchaeota archaeon CSP1-1	Archaea	TACK group	Thaumarchaeota	1.35843	34.4	1688	1652
Thaumarchaeota archaeon JGI OTU-1	Archaea	TACK group	Thaumarchaeota	1.18034	61.4	0	0
Thaumarchaeota archaeon JGI OTU-2	Archaea	TACK group	Thaumarchaeota	0.654645	61.7	0	0
Thaumarchaeota archaeon JGI OTU-3	Archaea	TACK group	Thaumarchaeota	0.688171	54.9	0	0
Thaumarchaeota archaeon JGI OTU-4	Archaea	TACK group	Thaumarchaeota	0.617045	60.4	0	0
Thaumarchaeota archaeon MY2	Archaea	TACK group	Thaumarchaeota	1.76297	41.8	2022	1940
Thaumarchaeota archaeon MY3	Archaea	TACK group	Thaumarchaeota	3.43071	34.1	3758	3725
Thaumarchaeota archaeon N4	Archaea	TACK group	Thaumarchaeota	1.63613	42.2	1911	1845
Thaumarchaeota archaeon SAT1	Archaea	TACK group	Thaumarchaeota	1.62016	41.0	1850	1787
Thaumarchaeota archaeon SCGC AAA007-O23	Archaea	TACK group	Thaumarchaeota	1.10444	35.7	0	0
Thaumarchaeota archaeon SCGC AAA282-K18	Archaea	TACK group	Thaumarchaeota	1.04351	33.4	0	0
Thaumarchaeota archaeon SCGC AAA287-E17	Archaea	TACK group	Thaumarchaeota	0.928936	35.6	0	0
Thaumarchaeota archaeon SCGC AAA287-I03	Archaea	TACK group	Thaumarchaeota	0.622569	35.7	0	0
Thaumarchaeota archaeon SCGC AAA287-N16	Archaea	TACK group	Thaumarchaeota	0.394893	34.4	0	0
Thaumarchaeota archaeon SCGC AB-179-E04	Archaea	TACK group	Thaumarchaeota	0.29149	45.9	0	0
Thaumarchaeota archaeon SCGC AB-539-E09	Archaea	TACK group	Thaumarchaeota	0.529171	43.3	658	650
Thaumarchaeota archaeon casp-thauma1	Archaea	TACK group	Thaumarchaeota	1.041	30.3	0	0
Thaumarchaeota archaeon casp-thauma3	Archaea	TACK group	Thaumarchaeota	1.22116	32.8	0	0
Thaumarchaeota archaeon casp-thauma4	Archaea	TACK group	Thaumarchaeota	0.661324	32.5	0	0
Thermocladium	Archaea	TACK group	Crenarchaeota	1.87695	0	0	0
Thermocladium modestius	Archaea	TACK group	Crenarchaeota	1.92027	0	0	0
Thermococcales archaeon 44_46	Archaea	Euryarchaeota	Thermococci	1.69512	43.5	1987	1987
Thermococcus	Archaea	Euryarchaeota	Thermococci	1.81916	0	0	0
Thermococcus barophilus	Archaea	Euryarchaeota	Thermococci	2.06424	41.8	2630	2503
Thermococcus celer	Archaea	Euryarchaeota	Thermococci	1.89015	0	0	0
Thermococcus celericrescens	Archaea	Euryarchaeota	Thermococci	2.33714	54.3	2553	2332
Thermococcus cleftensis	Archaea	Euryarchaeota	Thermococci	1.95031	55.8	2099	2032
Thermococcus eurythermalis	Archaea	Euryarchaeota	Thermococci	2.12616	53.4884	2288	2181
Thermococcus gammatolerans	Archaea	Euryarchaeota	Thermococci	2.04544	0	0	0
Thermococcus guaymasensis	Archaea	Euryarchaeota	Thermococci	1.92091	0	0	0
Thermococcus kodakarensis	Archaea	Euryarchaeota	Thermococci	2.08874	0	0	0
Thermococcus litoralis	Archaea	Euryarchaeota	Thermococci	2.21517	0	0	0
Thermococcus nautili	Archaea	Euryarchaeota	Thermococci	1.97636	54.8	2199	2127
Thermococcus onnurineus	Archaea	Euryarchaeota	Thermococci	1.84761	0	0	0
Thermococcus paralvinellae	Archaea	Euryarchaeota	Thermococci	1.95774	40.3	2138	2054
Thermococcus peptonophilus	Archaea	Euryarchaeota	Thermococci	1.90945	51.7078	2067	1967
Thermococcus sibiricus	Archaea	Euryarchaeota	Thermococci	1.8458	40.2	2135	2135
Thermococcus thioreducens	Archaea	Euryarchaeota	Thermococci	2.05248	53.5	2299	2083
Thermococcus zilligii	Archaea	Euryarchaeota	Thermococci	1.76456	0	0	0
Thermofilum	Archaea	TACK group	Crenarchaeota	1.61199	0	0	0
Thermofilum carboxyditrophus	Archaea	TACK group	Crenarchaeota	1.75419	0	0	0
Thermofilum pendens	Archaea	TACK group	Crenarchaeota	1.81339	0	0	0
Thermogladius cellulolyticus	Archaea	TACK group	Crenarchaeota	1.35632	0	0	0
Thermogymnomonas acidicola	Archaea	Euryarchaeota	Thermoplasmata	1.74238	0	0	0
Thermoplasma acidophilum	Archaea	Euryarchaeota	Thermoplasmata	1.56491	0	0	0
Thermoplasma volcanium	Archaea	Euryarchaeota	Thermoplasmata	1.5848	0	0	0
Thermoplasmatales archaeon A-plasma	Archaea	Euryarchaeota	Thermoplasmata	1.9896	46.2	2280	2280
Thermoplasmatales archaeon BRNA1	Archaea	Euryarchaeota	Thermoplasmata	1.46111	58.3	1522	1465
Thermoplasmatales archaeon E-plasma	Archaea	Euryarchaeota	Thermoplasmata	1.6605	38.6	1674	1674
Thermoplasmatales archaeon SCGC AB-539-C06	Archaea	Euryarchaeota	Thermoplasmata	0.593453	35.0	792	781
Thermoplasmatales archaeon SCGC AB-539-N05	Archaea	Euryarchaeota	Thermoplasmata	0.801028	36.5	875	852
Thermoplasmatales archaeon SCGC AB-540-F20	Archaea	Euryarchaeota	Thermoplasmata	1.03725	35.6	1268	1255
Thermoproteus	Archaea	TACK group	Crenarchaeota	1.76008	0	0	0
Thermoproteus tenax	Archaea	TACK group	Crenarchaeota	1.84154	0	0	0
Thermoproteus uzoniensis	Archaea	TACK group	Crenarchaeota	1.93606	0	0	0
Thermosphaera aggregans	Archaea	TACK group	Crenarchaeota	1.31659	0	0	0
Thorarchaeota archaeon SMTZ-45	Archaea	unclassified Archaea	Archaea candidate phyla	2.35719	0	2527	2257
Thorarchaeota archaeon SMTZ1-45	Archaea	unclassified Archaea	Archaea candidate phyla	3.54418	0	3403	3208
Thorarchaeota archaeon SMTZ1-83	Archaea	unclassified Archaea	Archaea candidate phyla	3.26399	0	3333	3029
Vulcanisaeta	Archaea	TACK group	Crenarchaeota	2.44388	0	0	0
Vulcanisaeta distributa	Archaea	TACK group	Crenarchaeota	2.37414	0	0	0
Vulcanisaeta moutnovskia	Archaea	TACK group	Crenarchaeota	2.29898	0	0	0
Vulcanisaeta souniana	Archaea	TACK group	Crenarchaeota	2.43279	0	0	0
archaeon GW2011_AR1	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.562091	30.0	728	728
archaeon GW2011_AR10	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	1.24143	43.1	1373	1339
archaeon GW2011_AR11	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.916385	56.5	1009	1008
archaeon GW2011_AR13	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.943035	28.5	1161	1160
archaeon GW2011_AR15	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	1.15779	42.5	1348	1308
archaeon GW2011_AR16	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.395366	43.0	426	425
archaeon GW2011_AR17	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.637001	34.2	797	796
archaeon GW2011_AR18	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.82254	29.7	1048	1047
archaeon GW2011_AR19	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.678285	30.1	859	859
archaeon GW2011_AR20	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.829411	31.7	1045	1010
archaeon GW2011_AR21	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.362948	43.0	427	427
archaeon GW2011_AR3	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.992621	44.6	996	996
archaeon GW2011_AR4	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	1.23335	44.8	1243	1243
archaeon GW2011_AR5	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.858244	49.0	1046	1028
archaeon GW2011_AR6	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.512955	42.8	625	625
archaeon GW2011_AR9	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	0.486555	42.2	577	577
candidate divison MSBL1 archaeon SCGC-AAA259A05	Archaea	Euryarchaeota	unclassified Euryarchaeota	1.16163	46.8	1379	1212
candidate divison MSBL1 archaeon SCGC-AAA259B11	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.822059	44.4	965	852
candidate divison MSBL1 archaeon SCGC-AAA259D14	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.850372	43.4	1012	885
candidate divison MSBL1 archaeon SCGC-AAA259D18	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.382865	46.9	441	389
candidate divison MSBL1 archaeon SCGC-AAA259E17	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.883132	47.1	1046	891
candidate divison MSBL1 archaeon SCGC-AAA259E19	Archaea	Euryarchaeota	unclassified Euryarchaeota	1.41254	47.0	1674	1417
candidate divison MSBL1 archaeon SCGC-AAA259E22	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.825701	43.7	954	843
candidate divison MSBL1 archaeon SCGC-AAA259I07	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.637942	43.4	743	671
candidate divison MSBL1 archaeon SCGC-AAA259I09	Archaea	Euryarchaeota	unclassified Euryarchaeota	1.34426	44.4	1605	1400
candidate divison MSBL1 archaeon SCGC-AAA259I14	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.766874	43.1	871	774
candidate divison MSBL1 archaeon SCGC-AAA259J03	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.893784	45.0	1064	964
candidate divison MSBL1 archaeon SCGC-AAA259M10	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.865782	44.2	1005	893
candidate divison MSBL1 archaeon SCGC-AAA259O05	Archaea	Euryarchaeota	unclassified Euryarchaeota	1.05757	48.1	1312	1138
candidate divison MSBL1 archaeon SCGC-AAA261C02	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.628209	45.7	776	703
candidate divison MSBL1 archaeon SCGC-AAA261D19	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.673667	45.5	785	687
candidate divison MSBL1 archaeon SCGC-AAA261F17	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.523733	46.0	616	559
candidate divison MSBL1 archaeon SCGC-AAA261F19	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.655981	45.3	776	687
candidate divison MSBL1 archaeon SCGC-AAA261G05	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.532132	45.6	663	601
candidate divison MSBL1 archaeon SCGC-AAA261O19	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.729384	45.5	878	779
candidate divison MSBL1 archaeon SCGC-AAA382A03	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.428287	39.2	480	427
candidate divison MSBL1 archaeon SCGC-AAA382A13	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.408808	39.8	508	450
candidate divison MSBL1 archaeon SCGC-AAA382A20	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.925397	41.8	1052	947
candidate divison MSBL1 archaeon SCGC-AAA382C18	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.546193	41.2	613	551
candidate divison MSBL1 archaeon SCGC-AAA382F02	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.336176	41.7	387	344
candidate divison MSBL1 archaeon SCGC-AAA382K21	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.25829	43.5	249	218
candidate divison MSBL1 archaeon SCGC-AAA382M17	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.37804	43.4	408	356
candidate divison MSBL1 archaeon SCGC-AAA382N08	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.422936	40.2	489	431
candidate divison MSBL1 archaeon SCGC-AAA385D11	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.306358	45.6	344	299
candidate divison MSBL1 archaeon SCGC-AAA385M02	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.137797	35.1	174	156
candidate divison MSBL1 archaeon SCGC-AAA385M11	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.215229	46.4	257	228
candidate divison MSBL1 archaeon SCGC-AAA833F18	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.269915	45.0	298	278
candidate divison MSBL1 archaeon SCGC-AAA833K04	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.16284	45.9	215	196
crenarchaeote JGI-OTU-1	Archaea	TACK group	Crenarchaeota	1.40818	28.7	0	0
crenarchaeote SCGC AAA261-C22	Archaea	TACK group	Crenarchaeota	0.775531	32.8	0	0
crenarchaeote SCGC AAA261-F05	Archaea	TACK group	Crenarchaeota	0.716004	32.4	0	0
crenarchaeote SCGC AAA261-G18	Archaea	TACK group	Crenarchaeota	0.523162	32.1	0	0
crenarchaeote SCGC AAA261-L14	Archaea	TACK group	Crenarchaeota	0.593616	33.4	0	0
crenarchaeote SCGC AAA261-L22	Archaea	TACK group	Crenarchaeota	0.467463	32.4	0	0
crenarchaeote SCGC AAA261-N13	Archaea	TACK group	Crenarchaeota	0.758618	32.3	0	0
crenarchaeote SCGC AAA261-N23	Archaea	TACK group	Crenarchaeota	1.20389	32.0	0	0
euryarchaeote SCGC AAA261-E04	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.75864	36.8	0	0
euryarchaeote SCGC AAA261-G15	Archaea	Euryarchaeota	unclassified Euryarchaeota	0.965738	38.7	0	0
haloarchaeon 3A1_DGR	Archaea	Euryarchaeota	Halobacteria	2.8809	67.7	2783	2646
halophilic archaeon DL31	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	3.64316	62.3733	3563	3385
halophilic archaeon J07HB67	Archaea	Euryarchaeota	Halobacteria	2.64955	64.0	2874	2833
halophilic archaeon J07HX5	Archaea	Euryarchaeota	Halobacteria	2.04094	59.2	2158	2128
halophilic archaeon J07HX64	Archaea	Euryarchaeota	Halobacteria	2.98294	62.8	3070	3026
methanogenic archaeon ISO4-H5	Archaea	Euryarchaeota	Thermoplasmata	1.93788	54.0	1877	1817
methanogenic archaeon mixed culture ISO4-G1	Archaea	Euryarchaeota	Methanomicrobia	1.5935	55.5	1549	1500
miscellaneous Crenarchaeota group archaeon SMTZ-80	Archaea	unclassified Archaea	Archaea candidate phyla	1.51019	34.5	1493	1369
miscellaneous Crenarchaeota group archaeon SMTZ1-55	Archaea	unclassified Archaea	Archaea candidate phyla	1.257	55.0	1283	1122
miscellaneous Crenarchaeota group-1 archaeon SG8-32-1	Archaea	unclassified Archaea	Archaea candidate phyla	1.07846	36.7	1234	1117
miscellaneous Crenarchaeota group-1 archaeon SG8-32-3	Archaea	unclassified Archaea	Archaea candidate phyla	0.668322	44.0	704	640
miscellaneous Crenarchaeota group-15 archaeon DG-45	Archaea	unclassified Archaea	Archaea candidate phyla	1.42327	62.1	1495	1314
miscellaneous Crenarchaeota group-6 archaeon AD8-1	Archaea	unclassified Archaea	Archaea candidate phyla	1.58381	32.4	1697	1505
nanoarchaeote Nst1	Archaea	DPANN group	Nanoarchaeota	0.593789	24.3	694	647
uncultured archaeon	Archaea	environmental samples	uncultured archaeon	2.22669	46.4	2004	1947
uncultured archaeon A07HB70	Archaea	environmental samples	uncultured archaeon A07HB70	2.38982	69.0	2553	2513
uncultured archaeon A07HN63	Archaea	environmental samples	uncultured archaeon A07HN63	2.39269	61.4	2550	2507
uncultured archaeon A07HR60	Archaea	environmental samples	uncultured archaeon A07HR60	2.87625	58.6	2910	2856
uncultured archaeon A07HR67	Archaea	environmental samples	uncultured archaeon A07HR67	2.89047	65.7	2940	2889
uncultured marine crenarchaeote 'Gulf of Maine'	Archaea	TACK group	Crenarchaeota	6.4512	34.4	0	0
uncultured marine group II euryarchaeote	Archaea	Euryarchaeota	unclassified Euryarchaeota	2.06414	51.55	1828	1781
'Chrysanthemum coronarium' phytoplasma	Bacteria	Terrabacteria group	Tenericutes	0.739592	27.5	799	641
'Deinococcus soli' Cha et al. 2014	Bacteria	Terrabacteria group	Deinococcus-Thermus	3.23698	70.2	3128	3038
'Echinacea purpurea' witches'-broom phytoplasma	Bacteria	Terrabacteria group	Tenericutes	0.545427	23.9	477	419
Abiotrophia defectiva	Bacteria	Terrabacteria group	Firmicutes	2.04344	0	0	0
Acaricomes phytoseiuli	Bacteria	Terrabacteria group	Actinobacteria	2.41952	0	0	0
Acaryochloris	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	7.87548	0	0	0
